CO-ID,Provider ID,المحافظة,المنطقة,شركة,التخصص الرئيسي,التخصص الفرعي,مقدم الخدمة,عنوان مقدم الخدمة,Telephone1,Telephone2,Telephone3,Telephone4,Hotline,Line Fax -1,Excluded Services,Action Date,Reason of Inactivation / Termination,Address1,Provider Type,Provider Name,Region,City,sub-speciality,speciality,ND Online Status,Provider Rank,Remarks,Status,,,,,,,,,,,,,,len1 ,len2,len3,len4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID008770,106416-B,بورسعيد,بورفؤاد,مركز علاج طبيعي,علاج طبيعي,جلسات العلاج الطبيعي,د. سارة محمد حامد اسماعيل (مركز أدم للعلاج الطبيعي),محل رقم 8 شارع الجمهورية شارع 15 سبتمبر ,01220806767,,,,,,-,21-ديسمبر-2023,,"Shop No. 8, Al-Gomhouria Street, September 15th Street",Physiotherapy,Adam Physiotherapy Center,Port Fouad,Port Said,Physiotherapy,Physiotherapy,No,,All,Active,,,,,,,,,,,,,,11,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID008770
CID008771,105372-B,الجيزة,ترسا,مجمع عيادات,جميع التخصصات,جميع التخصصات الطبية,شركة كير كلينيك للخدمات الطبية (عيادات كير كلينك التخصصية),"رقم 8 شارع ترسا امام مطعم الشيخ السوري وبجوار سنتر زلزال تقاطع عز الدين عمر مع شارع ترسا الكوم الاخضر الهرم، الدور الأول
",01067000826,,,,,,-,27-ديسمبر-2023,,"No. 8, Tersa Street, in front of Sheikh Al-Suri Restaurant and next to Zelzal Center, Ezz El-Din Omar intersection with Tersa Al-Koum Street, Al-Akhdar Al-Haram, first floor.
",Poly Clinic,Care Clinics,Tersa,Giza,Poly Clinic,All medical specialties,No,,All,Active,,,,,,,,,,,,,,11,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID008771
CID008772,106938,المنيا,سمالوط,صيدلية,صيدلية,صيدلية (أدوية ومستلزمات طبية),صيدليه د/ عبد الرحمن حسن زكريا جلال,شارع عدلي يكن - سمالوط - المنيا,01155528508,,,,,,-,03-يناير-2024,,Adly Yakan Street - Samalout - Minya,Pharmacy,Dr. Abdelrahman Hassan Zakaria Pharmacy,Samalout,Menia,Pharmacy,Pharmacy (Drugs & Medical supplies),Yes,,All,Active,,,,,,,,,,,,,,11,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID008772
CID008773,106939,أسوان,كوم امبو,صيدلية,صيدلية,صيدلية (أدوية ومستلزمات طبية),صيدليه د/مكرم عدلي صالح سكران,شارع صلاح سالم -كوم امبو - اسوان,0973629274,,,,,,-,17-يناير-2024,,Salah Salem Street - Kom Ombo - Aswan,Pharmacy,Dr. Makram Adly Saleh Pharmacy,Kom Ombo,Aswan,Pharmacy,Pharmacy (Drugs & Medical supplies),No,,All,Active,,,,,,,,,,,,,,10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID008773
CID008774,106940,كفر الشيخ,دسوق,هيئة الأطباء,باطنة,قلب واوعية دموية,د/ محمد سعد عبدالرحمن الصعيدي,16 ش الزهراء عماره دكتور عمرو سالم - كفر الشيخ,01004694769,,,,,,-,17-يناير-2024,,"16 Al-Zahraa St., Dr. Amr Salem Building - Kafr El-Sheikh",Clinics / Centers,Dr. Mohamed Saad Abdelrahman,Desouk,Kafr El Sheikh,Internal medicine,Cardiovascular,No,,All,Active,,,,,,,,,,,,,,11,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID008774
CID008775,106941,الأقصر,الأقصر,هيئة الأطباء,باطنة,قلب واوعية دموية,د/محمد شهاب ابو زيد علي  ابو زيد,ش علاء الدين-الاقصر,01005048565,,,,,,-,17-يناير-2024,,Aladdin St. - Luxor,Clinics / Centers,Dr. Mohamed Shehab Abu Zaid,Luxor,Luxor,Internal medicine,Cardiovascular,No,,All,Active,,,,,,,,,,,,,,11,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID008775
CID008776,106942,كفر الشيخ,كفر الشيخ,مستشفى,جميع التخصصات,جميع التخصصات الطبية,مستشفي تداوي (بيت التداوي للاستثمارات الطبيه و الرياضيه),ق 25 دور 4 تقسيم النيابه العامه - مدينه كفر الشيخ,0472210040,,,,,,-,17-يناير-2024,,"Block 25, Floor 4, Public Prosecution Division - Kafr El-Sheikh City",Hospital,Tadawy Hospital - Kafr El Sheikh,Kafr El Sheikh,Kafr El Sheikh,All specialties hospital,All medical specialties,No,B,All,Active,,,,,,,,,,,,,,10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID008776
CID008777,106943,الجيزة,المهندسين,مستشفى,مستشفي طبي متخصص,مناظير الجهاز الهضمي,بروسكوب مصر لادارة و تشغيل المنشات الطبيه (مركز اندوسكوب),10 ش البطل احمد عبد العزيز - المهندسين - الجيزة,01100025052,,,,,,-,17-يناير-2024,,10 El Batal Ahmed Abdel Aziz St. - Mohandiseen - Giza,Hospital,Endo Scope Specialized Hospital,Mohandessein,Giza,Specialized hospital,GIT Endoscopy,No,,All,Active,,,,,,,,,,,,,,11,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID008777
CID008778,106943-B,القاهرة,مصر الجديدة,مستشفى,مستشفي طبي متخصص,مناظير الجهاز الهضمي,بروسكوب مصر لادارة و تشغيل المنشات الطبيه (مركز اندوسكوب),12 ش رشيد متفرع من ش العروبة - هليوبوليس,01100025052,,,,,,-,17-يناير-2024,,"12 Rashid St., off Orouba St. - Heliopolis",Hospital,Endo Scope Specialized Hospital,Heliopolis,Cairo,Specialized hospital,GIT Endoscopy,No,,All,Active,,,,,,,,,,,,,,11,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID008778
CID008779,106944,بورسعيد,بورسعيد,مركز علاج طبيعي,علاج طبيعي,جلسات العلاج الطبيعي,محمد عادل طه محمود السيد (مركز جوده للعلاج الطبيعي),شقه 22 دور 2 علوي ع32 ش سعد زغلول و عزمي برج درويش - بورسعيد,0663253370,,,,,,-,14-يناير-2024,,"Apartment 22, 2nd floor, upper floor, 32 Saad Zaghloul Street and Azmy Street, Darwish Tower - Port Said",Physiotherapy,Gouda Physiotherapy Center,Port Said,Port Said,Physiotherapy,Physiotherapy,No,,All,Active,,,,,,,,,,,,,,10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID008779
CID008780,106945,كفر الشيخ,مطوبس,مستشفى,جميع التخصصات,جميع التخصصات الطبية,منير عمر سعد الفخراني (مركز دار الطب للجراحه),مطوبس - أرض عاشور - بجوار محطه القطار - كفر الشيخ,0472716101,,,,,,-,17-يناير-2024,,Motobas - Ard Ashour - next to the train station - Kafr El-Sheikh,Hospital,Dar El Teb Hospital,Motobas,Kafr El Sheikh,All specialties hospital,All medical specialties,No,C,All,Active,,,,,,,,,,,,,,10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID008780
CID008781,106944-B,بورسعيد,بورفؤاد,مركز علاج طبيعي,علاج طبيعي,جلسات العلاج الطبيعي,محمد عادل طه محمود السيد (مركز جوده للعلاج الطبيعي),عمارات اشتوم الجميل امام مستشفى بورفؤاد العام بجوار صيدلية الدسوقي,0663424006,,,,,,-,14-يناير-2024,,"Ashtoum Al-Jamil Buildings, in front of Port Fouad General Hospital, next to Al-Desouki Pharmacy
",Physiotherapy,Gouda Physiotherapy Center,Port Fouad,Port Said,Physiotherapy,Physiotherapy,No,,All,Active,,,,,,,,,,,,,,10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID008781
CID008782,3798-B,الشرقية,الزقازيق,معمل,معمل,معمل التحاليل الطبية,معمل الدكتورة/ أمينة حساب,49 ش المشير احمد اسماعيل ميدان القومية,,,,,16987,,-,14-يناير-2024,,"49 El-Mosheer Ahmed Ismail St., El-Qawmeya Square",Laboratory,Hassab Laboratory,Zakazeek,Sharqeya,Laboratory,Laboratory,Yes,-,All,Active,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID008782
CID008783,105048,المنيا,المنيا,هيئة الأطباء,جراحة,جراحة مسالك بولية وتناسلية,د/ مينا جميل انيس فهمي,5 ش الجمهورية - المنيا,201202029908,,,,,,-,14-يناير-2024,,5 El Gomhouria St. - Minya,Clinics / Centers,Dr.Mena Gamil Anis Fahmy,Menia,Menia,Surgery,Urosurgery,No,-,All,Active,,,,,,,,,,,,,,12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID008783
CID008787,106948-B,القاهرة,مصر الجديدة,صيدلية,صيدلية,صيدلية (أدوية ومستلزمات طبية),صيدلية اللوتس (الصديق أبو بكر),43 ش نخلة المطيعى - تريومف - مصر الجديدة,,,,,16310,,-,15-يناير-2024,,43 Nakhla El Motaey St. - Triumph - Heliopolis,Pharmacy,Lotus Pharmacy (Al-Siddiq Abu Bakr),Heliopolis,Cairo,Pharmacy,Pharmacy (Drugs & Medical supplies),Yes,-,All,Active,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID008787
CID008788,106948-B,القاهرة,القاهرة الجديدة,صيدلية,صيدلية,صيدلية (أدوية ومستلزمات طبية),صيدلية اللوتس (د. ابراهيم محمود جنجن),محل رقم ١ مركز خدمه التجمع الخامس - القاهرة الجديده (امام مستشفي السلام الدولي),,,,,16310,,-,15-يناير-2024,,"Shop No. 1, Fifth Settlement Service Center - New Cairo (in front of Al Salam International Hospital)",Pharmacy,Lotus Pharmacy (Dr. Ibrahim Mahmoud Gengin),New Cairo,Cairo,Pharmacy,Pharmacy (Drugs & Medical supplies),Yes,-,All,Active,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID008788
CID008789,106948-B,القاهرة,الرحاب,صيدلية,صيدلية,صيدلية (أدوية ومستلزمات طبية),صيدلية اللوتس (د. اسلام سعد),محل D50 السوق الشرقي - الرحاب,,,,,16310,,-,15-يناير-2024,,"Shop D50, Eastern Market - Al-Rehab",Pharmacy,Lotus Pharmacy (Dr. Eslam Saad),Rehab City,Cairo,Pharmacy,Pharmacy (Drugs & Medical supplies),Yes,-,All,Active,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID008789
CID008790,106948-B,المنيا,المنيا,صيدلية,صيدلية,صيدلية (أدوية ومستلزمات طبية),صيدلية اللوتس (الاتحاد),ش الجمهورية ناصية ش راغب - المنيا,,,,,16310,,-,15-يناير-2024,,"El Gomhouria St., corner of Ragheb St. - Minya",Pharmacy,Lotus Pharmacy (Al-Ittihad),Menia,Menia,Pharmacy,Pharmacy (Drugs & Medical supplies),Yes,-,All,Active,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID008790
CID008791,106948-B,الجيزة,الشيخ زايد,صيدلية,صيدلية,صيدلية (أدوية ومستلزمات طبية),صيدلية اللوتس (د. مينا فكري),مبنى A4 - مول المعز - الشيخ زايد,,,,,16310,,-,15-يناير-2024,,Building A4 - Al Moez Mall - Sheikh Zayed,Pharmacy,Lotus Pharmacy (Dr. Mina Fikry),El Sheikh Zayed,Giza,Pharmacy,Pharmacy (Drugs & Medical supplies),Yes,-,All,Active,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID008791
CID008792,106948-B,القاهرة,القاهرة الجديدة,صيدلية,صيدلية,صيدلية (أدوية ومستلزمات طبية),صيدلية اللوتس (د. ابراهيم سعد),محل 60 بلوك 9 - كرافت زون - مدينتى,,,,,16310,,-,15-يناير-2024,,"Shop 60, Block 9 - Craft Zone - Madinaty",Pharmacy,Lotus Pharmacy (Dr. Ibrahim Saad),New Cairo,Cairo,Pharmacy,Pharmacy (Drugs & Medical supplies),Yes,-,All,Active,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID008792
CID008793,106948-B,القاهرة,شبرا,صيدلية,صيدلية,صيدلية (أدوية ومستلزمات طبية),صيدلية اللوتس (د. أسامه عبد العال),170 ش شبرا - سانت تريزا - شبرا,,,,,16310,,-,15-يناير-2024,,170 Shoubra St. - St. Teresa - Shoubra,Pharmacy,Lotus Pharmacy (Dr. Osama Abdel-Al),Shoubra,Cairo,Pharmacy,Pharmacy (Drugs & Medical supplies),Yes,-,All,Active,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID008793
CID008794,106948-B,القاهرة,مدينة نصر,صيدلية,صيدلية,صيدلية (أدوية ومستلزمات طبية),صيدلية اللوتس (محمد عاطف النمر),عمارة 4 - بلوك 10 - حي السفارات - مدينة نصر,01121616310,,,,16310,,-,15-يناير-2024,,Building 4 - Block 10 - El Sefarat District - Nasr City,Pharmacy,Lotus Pharmacy (Mohamed Atef El Nemr),Nasr City,Cairo,Pharmacy,Pharmacy (Drugs & Medical supplies),Yes,-,All,Active,,,,,,,,,,,,,,11,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID008794
CID008796,106949,دمياط,دمياط,مستشفى,مستشفي طبي متخصص,رمد (جراحة عيون),المركز الملكي الجديد للعيون,ش هارون الرشيد امام مستشفي الرمد - دمياط,0572222047,,,,,,-,11-فبراير-2024,,"Haroun Al-Rashid Street, in front of Al-Ramad Hospital - Damietta",Hospital,New Royal Eye Center,Damiatta,Damiatta,Specialized hospital,Ophthalmology,No,-,All,Active,,,,,,,,,,,,,,10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID008796
CID008797,106950,أسيوط,أسيوط,مستشفى,مستشفي طبي متكامل,جميع التخصصات الطبية,مستشفي الزراعيين بنون 2,4 ش المساحه المتفرع من ش الجمهوريه - أسيوط,01129856846,,,,,,-,13-مارس-2024,,"4 Al-Masaha St., off Al-Gomhouria St. - Assiut",Hospital,Banoun Agricultural Hospital,Assuit,Assuit,All specialties hospital,All medical specialties,No,C,All,Active,,,,,,,,,,,,,,11,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID008797
CID008798,105637-B,الجيزة,الدقي,هيئة الأطباء,جراحة,جراحة عظام,د- بهاء الدين سعيد عبدالوهاب الخضرى,الدور الثالث شارع البطل احمد عبد العزيز اعلى القبيصي,01115751117,,,,,,-,18-يناير-2024,,"Third floor, Al Batal Ahmed Abdel Aziz Street, above Al Qubaisi",Clinics / Centers,Dr. Bahaa El-Din Saeed Abdel-Wahab Al-Khudry,Dokki,Giza,Surgery,Orthopedic Surgery,No,,All,Active,,,,,,,,,,,,,,11,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID008798
CID008799,2329-B,الدقهلية,المنصورة,معمل,معمل,معمل التحاليل الطبية,معامل ألفا,ميدان المحافظة أمام النصب التذكاري,01284091981,,,,16191,,-,21-يناير-2024,,Governorate Square in front of the monument,Laboratory,Alfa Laboratories - Egypt,Mansoura,Dakahlia,Laboratory,Laboratory,Yes,-,All,Active,,,,,,,,,,,,,,11,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID008799
CID008800,106565,قنا,قنا,هيئة الأطباء,اسنان,جراحة الفم والأسنان,د. احمد محمد سعد على,62349 قنا ش كوبري دندره بجوار مستشفى قنا العام - قنا,01015270858,,,,,,-,21-يناير-2024,,"62349 Qena, Dendera Bridge Street, next to Qena General Hospital - Qena",Clinics / Centers,Dr. Ahmed mohamed saad ali,Quena,Quena,Dental,Dental surgery,No,-,All,Active,,,,,,,,,,,,,,11,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID008800
CID008801,3754-B,الاسكندرية,سموحة,مستشفى,مستشفي طبي متخصص,رمد (جراحة عيون),مركز عيون (القمة للبصريات),45 ش فيكتور عمانويل امام زهران سيتي مول,01003430347,2035505096,2035421464,2035226709,,20315226709,-,21-يناير-2024,,"45 Victor Emanuel Street, in front of Zahran City Mall",Hospital,Eyes Center (ElKemma Opticals),Smoha,Alexandria,Specialized hospital,Ophthalmology (Ophthalmic surgery),No,-,All,Active,,,,,,,,,,,,,,11,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID008801
CID008802,3754-B,الاسكندرية,ميامي,مستشفى,مستشفي طبي متخصص,رمد (جراحة عيون),مركز عيون (القمة للبصريات),268 ش جمال عبدالناصر - ميامي,01003430348,2035505096,2035421464,2035226709,,20315226709,-,21-يناير-2024,,268 Gamal Abdel Nasser Street - Miami,Hospital,Eyes Center (ElKemma Opticals),Miami,Alexandria,Specialized hospital,Ophthalmology (Ophthalmic surgery),No,-,All,Active,,,,,,,,,,,,,,11,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID008802
CID008803,3754-B,الاسكندرية,سان ستيفانو,مستشفى,مستشفي طبي متخصص,رمد (جراحة عيون),مركز عيون (القمة للبصريات),12 ش الغردقه سان ستيفانو,01066644815,2035505096,2035421464,2035226709,,20315226709,-,21-يناير-2024,,"12 Hurghada St., San Stefano",Hospital,Eyes Center (ElKemma Opticals),san stefano,Alexandria,Specialized hospital,Ophthalmology (Ophthalmic surgery),No,-,All,Active,,,,,,,,,,,,,,11,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID008803
CID008804,105675-B,سوهاج,بلينا,مركز أشعة,مركز أشعة,مركز الأشعة التشخيصية,مركز الشروق للاشعه,البلينا ، غربي المرور ، بجوار الرحاب للأجهزة الكهربائية ، أمام حضانات إيزيس ، الدور الارضي,,,,,15184,,-,21-يناير-2024,,"Al-Balina, west of Al-Murour, next to Al-Rehab Electrical Appliances, in front of ISIS Nurseries, ground floor",Radiology Center,El Shorouk Radiology Center,El Belina,Sohag,Radiology Center,Diagnostic radiology,No,-,All,Active,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID008804
CID008805,105675-B,سوهاج,سوهاج,مركز أشعة,مركز أشعة,مركز الأشعة التشخيصية,مركز الشروق للاشعه,سوهاج ، شارع المحطة ، أمام محطة قطار سوهاج ، الدور الارضي,,,,,15184,,-,21-يناير-2024,,"Sohag, Al Mahatta Street, in front of Sohag Train Station, ground floor",Radiology Center,El Shorouk Radiology Center,Sohag,Sohag,Radiology Center,Diagnostic radiology,No,-,All,Active,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID008805
CID008806,106951,الاسكندرية,الاسكندرية,مستشفى,جميع التخصصات,جميع التخصصات الطبية,مستشفي السعودي الالماني - الأسكنرية,كمبوند اليكس ويست - طريق التعمير الساحل الشمالي، الكيلو 23، الإسكندرية,,,,,16259,,-,27-فبراير-2024,,"Alex West Compound -Mehwer El Taamear North Coast Road, 23 km, Alexandria",Hospital,Saudi German hospital - Alexandria,Alexandria,Alexandria,All specialties hospital,All medical specialties,No,A+,All,Active,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID008806
CID008807,106085-B,القاهرة,القاهرة الجديدة,مجمع عيادات,جميع التخصصات,جميع التخصصات الطبية,شركة المركز الطبي البريطاني (المركز الطبي البريطاني ),المركز الطبي1 الدور الارضي عياده 15 بجوار جهاز المدينه - مدينتي,01005663561,,,,,,-,22-يناير-2024,,"Medical Center 1, ground floor, Clinic 15, next to the city authority - madinaty",Poly Clinic,British Medical Center,New Cairo,Cairo,Poly Clinic,All medical specialties,No,-,All,Active,,,,,,,,,,,,,,11,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID008807
CID008808,106953,المنيا,بني مزار,مستشفى,جميع التخصصات,جميع التخصصات الطبية,ميشيل حنا فهيم و شركاه (مستشفي د/ حنا فهيم عياد),ش الشافعي - بني مزار - المنيا,01220803704,,,,,,-,19-فبراير-2024,,Al-Shafii Street - Bani Mazar - Minya,Hospital,Dr. Hanna Fahim Ayad Hospital,Bani Mazzar,Menia,All specialties hospital,All medical specialties,No,C,All,Active,,,,,,,,,,,,,,11,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID008808
CID008809,106954,الاسكندرية,البيطاش,مستشفى,جميع التخصصات,جميع التخصصات الطبية,مستشفي العلا - الاسكندريه,1 شارع حسني محمود متفرع من شارع القاعده البيطاش - الاسكندريه,01283836415,,,,,,-,18-فبراير-2024,,"1 Hosni Mahmoud Street, off Al-Qaeda Al-Bitash Street - Alexandria",Hospital,Al Ola Hospital - Alexandria,Bitash,Alexandria,All specialties hospital,All medical specialties,No,C,All,Active,,,,,,,,,,,,,,11,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID008809
CID008810,106955,أسوان,كوم امبو,مستشفى,جميع التخصصات,جميع التخصصات الطبية,مستشفي نفرتاري التخصصي,ش احمد عبد العزيز السبعين - كوم امبو - أسوان,01007139597,,,,,,-,27-فبراير-2024,,"Ahmed Abdel Aziz Al-Sabeen St., Kom Ombo, Aswan",Hospital,Nefertari Specialized Hospital,Kom Ombo,Aswan,All specialties hospital,All medical specialties,No,B,All,Active,,,,,,,,,,,,,,11,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID008810
CID008811,106956,المنوفية,شبين الكوم,مستشفى,مستشفي طبي متخصص,رمد (جراحة عيون),شركة موده التخصصية للعيون (مركز موده للعيون و الليزك),البر الشرقي ش طلعت حرب بجوار مستشفي المواساه - شبين الكوم - المنوفيه,01006560032,,,,,,-,18-فبراير-2024,,"Al-Barr Al-Sharqi, Talaat Harb St., next to Al-Mowasat Hospital - Shebin Al-Koum - Menoufia",Hospital,Mawadah Eye Specialized Center,Shebeen El Koum,Menophia,Specialized hospital,Ophthalmology,No,-,All,Active,,,,,,,,,,,,,,11,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID008811
CID008812,106957,الاسكندرية,فلمنج,هيئة الأطباء,باطنة,باطنة عامة,د.احمد ساهر شفيق كريم,37 ش الفتح فلمنج عمارة الكرنك - الاسكندريه,035858818,,,,,,-,08-فبراير-2024,,"37 El Fath Fleming St., Karnak Building - Alexandria",Clinics / Centers,Dr. Ahmed Saher Shafik Kareem,Flemeng,Alexandria,Internal medicine,Internal Medicine,No,-,All,Active,,,,,,,,,,,,,,9,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID008812
CID008814,106959,القاهرة,السويس,هيئة الأطباء,باطنة,قلب واوعية دموية,د/ هاني محمد فخري محمود,54 ش رمسيس - روكسي  - مصر الجديده,01002554916,,,,,,-,08-فبراير-2024,,54 Ramsis St. - Roxy - Heliopolis,Clinics / Centers,Dr. Hany Mohamed Fakhry,Heliopolis,Cairo,Internal medicine,Cardiovascular,No,-,All,Active,,,,,,,,,,,,,,11,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID008814
CID008815,106959-B,السويس,السويس,هيئة الأطباء,باطنة,قلب واوعية دموية,د/ هاني محمد فخري محمود,2 ش الجيش بجوار مستشفي عباد الرحمن - الأربعين - السويس,01002554916,,,,,,-,08-فبراير-2024,,"2 Al-Gish St., next to Ebad Al-Rahman Hospital - Al-Arbaeen - Suez",Clinics / Centers,Dr. Hany Mohamed Fakhry,Suez,Suez,Internal medicine,Cardiovascular,No,-,All,Active,,,,,,,,,,,,,,11,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID008815
CID008816,106960,البحر الاحمر,مرسى علم,مستشفى,مستشفي طبي متخصص,جراحة عامة,مركز سيتي الطبي للجراحه العامة,مرسي علم ش 13 عقار 40 - الدور الارضي - البحر الأحمر,01012566617,,,,,,-,18-فبراير-2024,,"Marsa Alam Street 13, Estate 40 - Ground Floor - Red Sea",Hospital,City Medical Center,Marsa Allam,Red Sea,Specialized hospital,General Surgery,No,-,All,Active,,,,,,,,,,,,,,11,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID008816
CID008818,106980,بورسعيد,بورسعيد,مجمع عيادات,جميع التخصصات,جميع التخصصات الطبية,عيادات العياده التخصصيه,76850 شقه بالدور السابع علوي برج تبارك شارع سعد زغلول - بورسعيد,01207777896,,,,,,-,18-فبراير-2024,,"76850 Apartment on the seventh floor, upper floor, Tabarak Tower, Saad Zaghloul Street - Port Said",Poly Clinic,El Eyada Specialized Clinics,Port Said,Port Said,Poly Clinic,All medical specialties,No,-,All,Active,,,,,,,,,,,,,,11,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID008818
CID008819,106980-B,دمياط,دمياط,مجمع عيادات,جميع التخصصات,جميع التخصصات الطبية,عيادات العياده التخصصيه,دمياط - ش نافع - بجوار أسواق الكانتو - الدور الأول علوي,01207777896,,,,,,-,18-فبراير-2024,,"Damietta - Nafea Street - next to Al-Kanto Markets - first floor, upper floor",Poly Clinic,El Eyada Specialized Clinics,Damiatta,Damiatta,Poly Clinic,All medical specialties,No,-,All,Active,,,,,,,,,,,,,,11,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID008819
CID008820,106981,البحيرة,كوم حمادة,مركز أشعة,مركز أشعة متخصص,أشعة تشخيصية,مركز العليمي للأشعه,ش الاصلاح خلف مستشفي الحجاز - كوم حماده - البحيره,01003342015,,,,,,-,06-مارس-2024,,"El-Islah Street, behind Hegaz Hospital - Kom Hamada - Beheira",Radiology Center,Al Alimi Radiology Center,Koum Hamada,Behira,Radiology Center,Diagnostic radiology,Yes,-,All,Active,,,,,,,,,,,,,,11,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID008820
CID008821,106982,كفر الشيخ,دسوق,هيئة الأطباء,اسنان,جراحة الفم والأسنان,نادر السيد السيد محمد سالم,شارع السينما برج اللقائي - دسوق - كفر الشيخ,01090032997,,,,,,-,08-فبراير-2024,,"Cinema Street, El-Laqai Tower, Desouk, Kafr El-Sheikh",Clinics / Centers,Nader Al Sayed Al Sayed Mohamed Salem,Desouk,Kafr El Sheikh,Dental,Dental surgery,No,-,All,Active,,,,,,,,,,,,,,11,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID008821
CID008822,106983,القاهرة,القاهرة الجديدة,هيئة الأطباء,رمد,رمد (جراحة عيون),د. حسام فتحي الصادق حسن عامر,9 شارع كارم محمود متفرع من الامام البوصيري - التجمه الأول,01063420109,,,,,,-,18-فبراير-2024,,"9 Karem Mahmoud Street, off Imam Al-Busiri - First Settlement",Clinics / Centers,Dr. Hossam Fathi Al Sadek Hassan Amer,New Cairo,Cairo,Ophthalmology,Ophthalmology,No,-,All,Active,,,,,,,,,,,,,,11,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID008822
CID008823,106984,الشرقية,أبو حماد,معمل,معمل,معمل التحاليل الطبية,معمل عنايه للتحاليل الطبيه,ش الجيش - أبو حماد - الشرقيه,01024218651,,,,,,-,28-فبراير-2024,,Al-Gish St. - Abu Hammad - Sharqia,Laboratory,Enaya Laboratory - EL Sharkia,Abou Hamad,Sharqeya,Laboratory,Laboratory,Yes,-,All,Active,,,,,,,,,,,,,,11,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID008823
